,Role,Tags,Additional
57,Backend Developer,"[' PHP', ' Symfony', ' Git', ' REST', ' PostgreSQL', ' OpenAPI / Swagger', ' RabbitMQ', ' Redis', ' Api-platform', ' Symfony Messenger', ' HTTP2 & HTTP3', ' vue.js', ' react', ' javascript', ' css', ' ios', ' android', ' adobe phonegap', ' English', ' Polish']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
58,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
59,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
60,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
61,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
62,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
63,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
64,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
65,Backend Developer (Node.js),"[' JavaScript', ' REST', ' Node', ' SQL', ' nosql', ' mongo', ' redis', ' Node.js', ' English', ' Communication skills', ' Problem solving', ' Proactivity', ' open-minded', ' Git', ' scrum', ' jira', ' confluence', ' aws', ' react', ' redux', ' golang']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
66,Backend Developer,"[' PHP', ' MySQL', ' Git', ' REST', ' Redis', ' Laravel', ' GraphQL', ' PHPUnit', ' English', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Docker', ' Elasticsearch', ' MongoDB', ' NodeJS', ' Valet', ' Laravel Dusk', ' CI/CD', ' Devops', ' Leadership skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-01-01 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
67,Backend Developer,"[' Git', ' REST', ' Docker', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Python', ' Django', ' PostgreSQL', ' AWS', ' NLP', ' Leadership skills', ' Scikit-learn']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Contract ': None, ' Team activities ': None, ' Hardware ': None, ' Working from home ': None}"
68,Backend Developer,"[' PHP', ' MySQL', ' Git', ' REST', ' Docker', ' Redis', ' PostgreSQL']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
69,Backend Developer,"[' Git', ' Javascript', ' Node JS/React/Redux', ' ES6', ' Typescript', ' Node.js/NPM/yarn', ' Docker, Kubernetes vagy swarm', ' 3+ év tapasztalat', ' Team player', ' Basic English', ' GraphQL', ' Express', ' DevOps', ' CI/CD', ' Gitlab', ' Firebase', ' MongoDB', ' Agile módszertan']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No ', ' Nyelvórák ': None, ' Jó csapat ': None, ' Légkondi ': None, ' Izgalmas szakmai projekt ': None}"
70,Backend Developer,"[' .NET', ' Docker', ' Microservices', ' C#8', ' .Net Core 3.0', ' Swagger', ' PostgreSQL', ' Redis', ' Kafka', ' ORM', ' ElasticSearch', ' EventSourcing', ' linux', ' DDD', ' CQRS']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
71,Backend Developer,"[' Java', ' SQL', ' Linux', ' English', ' Communication skills', ' Problem solving', ' Docker', ' Python', ' Kafka', ' hive', ' Impala', ' scala']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
72,Backend Developer,"[' Node', ' JavaScript', ' Git', ' Linux', ' English', ' TypeScript', ' Angular', ' MongoDB', ' java']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': '', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
73,Backend Developer,"[' Java', ' Git', ' SQL', ' Linux', ' wyższe wykształcenie w dziedzinie IT lub', ' minimum 1 rok doświadczenia zawodowego', ' JavaScript (node.js)', ' very good teamwork skills and commitment', ' docker and Kubernetes based platforms', ' ORM', ' node.js', ' application servers and servlet containe', ' biegły angielski']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
74,Backend Engineer,"[' Java', ' Spring', ' Hibernate', ' Maven', ' Jenkins', ' JUnit', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Proactivity', ' Docker', ' NoSQL', ' PostgreSQL', ' Kubernetes', ' OSGi', ' Apache Spark', ' Apache Kafka', ' Polish']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
75,Backend Engineer,"[' Java', ' Spring', ' Git', ' REST', ' Maven', ' JUnit', ' SQL', ' English', ' Team player', ' JPA', ' Docker', ' NoSQL', ' Elasticsearch', ' JBoss', ' Kubernetes', ' Python', ' Elixir', ' Kafka', ' OAuth2', ' SAML', ' Microservices']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
76,Backend Software Developer,"[' Java', ' python', ' English', ' Team player', ' Communication skills', ' Proactivity', ' JavaScript', ' HTML', ' CSS', ' ruby', ' php', ' CMS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
77,Beágyazott rendszerfejlesztő,"[' Git', ' STM32 mikrokontrollerek programozása', ' ANSI C nyelv alapos ismerete', ' Beágyazott perifériák illesztése', ' FreeRTOS  operációs rendszer  ismerete', ' Altium Designer áramkör tervezés', ' Team player', ' Problem solving', ' Mélyebb debug ismeretek', ' CAN bus ismeretek', ' Clean coding', ' English', ' Bluetooth Low Energy']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
78,BI Administrator,"[' SQL', ' ETL', ' SQL Server', ' Linux', ' Windows', ' Polish', ' Oracle DB', ' PostgreSQL', ' Hadoop']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
79,BI Architect,"[' SQL', ' Linux', ' PL/SQL', ' IBM Netteza', ' informatica powercenter', ' unix', ' SAP BI', ' Qlik', ' Power BI']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
80,BI Developer,"[' ETL', ' PL/SQL', ' Oracle DWH', ' Cognos', ' Oracle Data Integrator']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
81,BI Developer,"[' T-SQL', ' SSIS', ' SSAS', ' SSRS', ' Team player', ' Communication skills', ' ETL', ' SharePoint', ' Proactivity', ' KImball Lifecycle methodology']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
82,BI Developer,"[' SQL', ' English', ' Problem solving', ' Proactivity', ' ETL', ' Oracle DB', ' SQL Server', ' Hadoop', ' Teradata']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
83,BI / DWH Specialist,"[' SQL', ' MySQL', ' Oracle', ' Teradata', ' MS SQL', ' T-SQL', ' Unix shellscripts', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Python', ' Java', ' Scala', ' C++', ' ML frameworks', ' Deep learning', ' German basics']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
84,Big Data Engineer,"[' Linux', ' Python', ' Big Data', ' English', ' Polish', ' Ability to learn', ' Shell', ' AWS', ' Azure', ' Java', ' Scala', ' NiFi', ' Kafka']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
85,Big Data Engineer,"[' Linux', ' Python', ' Big Data', ' English', ' Polish', ' Ability to learn', ' Shell', ' AWS', ' Azure', ' Java', ' Scala', ' NiFi', ' Kafka']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
86,Big Data Engineer/Developer,"[' Docker', ' Python', ' AWS', ' Git', ' Hadoop', ' SQL', ' NoSQL', ' CI/CD', ' Kubernetes', ' Big Data', ' Spark', ' Machine Learning', ' Scala', ' English', ' Team player', ' Apache Kafka', ' Java', ' Apache Hive', ' Apache Nifi', ' Apache Spark', ' Flume', ' R', ' Tensorflow', ' Polish', ' Valid EU work permit', ' German']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
87,Big Data Engineer,"[' ETL', ' Big data', ' English', ' Problem-solving skills', ' Ability to learn (quickly)', ' Spark', ' Hadoop', ' Kafka', ' Hive', ' NoSQL', ' Git', ' Hortonworks', ' Background in Computer Science (BSc or MSc)', ' Preferably living in Warsaw or nearby', ' Kylin', ' Debezium', ' Apache Nifi', ' Polish', ' Team player']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
88,Big Data Engineer,"[' Java', ' SQL', ' .NET', ' hadoop', ' OOP', ' Apache Hadoop', ' C#', ' PIG', ' English', ' Git', ' Linux', ' Azure', ' SQL Server', ' Kubernetes', ' Data Lake Analytics', ' Azure Data Factory', ' MS SQL']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
